12546,22.40,0,559,0.18,526,41.40
12713,22.40,0,559,0.18,440,41.40
12876,22.40,0,559,0.18,497,41.40
13039,22.40,0,559,0.18,473,41.40
13201,22.40,0,559,0.18,574,41.40
13364,22.40,0,559,0.18,585,41.40
13527,22.40,0,559,0.18,478,41.40
13689,22.40,0,559,0.18,443,41.40
13851,22.40,0,559,0.18,543,41.40
14014,22.40,0,559,0.18,584,41.40
14177,22.40,0,559,0.18,490,41.40
14340,22.40,0,559,0.19,436,41.40
14501,22.40,0,559,0.18,521,41.40
14664,22.40,0,559,0.18,591,41.40
14832,22.40,0,559,0.18,518,41.40
14995,22.40,0,559,0.18,543,41.40
15158,22.40,0,559,0.18,442,41.40
15320,22.40,0,559,0.18,448,41.40
15482,22.40,0,559,0.18,560,41.40
15645,22.40,0,559,0.18,571,41.40
15808,22.40,0,559,0.18,463,41.40
15970,22.40,0,559,0.18,441,41.40
16133,22.40,0,559,0.18,546,41.40
16295,22.40,0,559,0.18,578,41.40
16458,22.40,0,559,0.18,475,41.40
16620,22.40,0,559,0.18,425,41.40
16783,22.40,0,559,0.18,529,41.40
16951,22.40,0,559,0.18,591,41.40
17114,22.40,0,559,0.18,552,41.40
17276,22.40,0,559,0.18,534,41.40
17438,22.40,0,559,0.18,435,41.40
17601,22.40,0,559,0.18,453,41.40
17764,22.40,0,559,0.18,570,41.40
17927,22.40,0,559,0.18,567,41.40
18088,22.40,0,559,0.18,456,41.40
18251,22.40,0,559,0.18,443,41.40
18414,22.40,0,559,0.18,555,41.40
18577,22.40,0,559,0.18,579,41.40
18739,22.40,0,559,0.18,474,41.40
18902,22.40,0,559,0.18,439,41.40
19069,22.40,0,559,0.18,540,41.40
19232,22.40,0,559,0.18,495,41.40
19395,22.40,0,559,0.18,577,41.40
19557,22.40,0,559,0.18,522,41.40
19720,22.40,0,559,0.19,420,41.40
19883,22.40,0,559,0.18,461,41.40
20045,22.40,0,559,0.18,586,41.40
20207,22.40,0,559,0.18,582,41.40
20370,22.40,0,559,0.18,462,41.40
20533,22.40,0,558,0.18,455,41.40
20696,22.40,0,559,0.18,560,41.40
20857,22.40,0,559,0.18,577,41.40
21020,22.40,0,559,0.18,472,41.40
21188,22.50,0,559,0.18,439,41.50
21351,22.50,0,559,0.18,466,41.50
21514,22.50,0,559,0.18,522,41.50
21676,22.50,0,559,0.18,596,41.50
21838,22.50,0,559,0.19,540,41.50
22001,22.50,0,559,0.19,441,41.50
22164,22.50,0,559,0.18,481,41.50
22326,22.50,0,559,0.18,579,41.50
22489,22.50,0,559,0.19,551,41.50
22651,22.50,0,559,0.18,449,41.50
22814,22.50,0,559,0.19,462,41.50
22976,22.50,0,559,0.18,573,41.50
23139,22.50,0,559,0.18,572,41.50
23307,22.50,0,559,0.18,460,41.50
23470,22.50,0,560,0.19,508,41.50
23631,22.50,0,559,0.18,442,41.50
23794,22.50,0,560,0.18,525,41.50
23957,22.50,0,559,0.18,594,41.50
24120,22.50,0,559,0.18,521,41.50
24282,22.50,0,559,0.18,437,41.50
24444,22.50,0,559,0.19,491,41.50
24607,22.50,0,559,0.18,584,41.50
24770,22.50,0,559,0.18,552,41.50
24932,22.50,0,559,0.18,445,41.50
25095,22.50,0,559,0.18,467,41.50
25257,22.50,0,559,0.18,572,41.50
25425,22.40,0,559,0.18,562,41.40
25588,22.40,0,560,0.18,551,41.40
25750,22.40,0,559,0.18,460,41.40
25913,22.40,0,559,0.18,420,41.40
26076,22.40,0,559,0.19,520,41.40
26238,22.40,0,559,0.18,583,41.40
26400,22.40,0,559,0.18,503,41.40
26563,22.40,0,559,0.19,432,41.40
26726,22.40,0,559,0.18,507,41.40
26889,22.40,0,559,0.18,584,41.40
27051,22.40,0,559,0.19,526,41.40
27213,22.40,0,559,0.18,445,41.40
27376,22.40,0,559,0.19,492,41.40
27544,22.40,0,559,0.18,589,41.40
27707,22.40,0,560,0.18,533,41.40
27869,22.40,0,559,0.18,569,41.40
28032,22.40,0,559,0.18,470,41.40
28194,22.40,0,560,0.19,434,41.40
28357,22.40,0,559,0.18,535,41.40
28519,22.40,0,559,0.18,583,41.40
28682,22.40,0,560,0.18,498,41.40
28845,22.40,0,559,0.18,428,41.40
29007,22.40,0,559,0.18,509,41.40
29169,22.40,0,560,0.19,585,41.40
29332,22.40,0,559,0.19,524,41.40
29495,22.40,0,560,0.19,434,41.40
29663,22.50,0,560,0.19,486,41.50
29826,22.50,0,560,0.18,469,41.50
29987,22.50,0,559,0.18,575,41.50
30150,22.50,0,559,0.18,580,41.50
30313,22.50,0,560,0.19,466,41.50
30476,22.50,0,559,0.18,445,41.50
30638,22.50,0,559,0.18,548,41.50
30800,22.50,0,560,0.19,580,41.50
30963,22.50,0,559,0.18,477,41.50
31126,22.50,0,560,0.18,434,41.50
31288,22.50,0,559,0.18,534,41.50
31451,22.50,0,559,0.19,588,41.50
31613,22.50,0,560,0.19,496,41.50
31781,22.40,0,560,0.18,433,41.40
31943,22.40,0,560,0.19,475,41.40
32106,22.40,0,559,0.18,490,41.40
32269,22.40,0,559,0.19,587,41.40
32432,22.40,0,559,0.19,568,41.40
32593,22.40,0,560,0.18,455,41.40
32756,22.40,0,560,0.19,450,41.40
32919,22.40,0,559,0.18,563,41.40
33082,22.40,0,559,0.18,576,41.40
33244,22.40,0,560,0.19,464,41.40
33406,22.40,0,560,0.19,444,41.40
33569,22.40,0,560,0.18,549,41.40
33732,22.40,0,559,0.19,582,41.40
